03/24/2020 1:44:3,Christy,100,Frozen Foods,Pre-consumer,Contamination,173
11/06/2021 17:30:55,Emma,102,Canned Good & Soups,Pre-consumer,Excess/over-order,140
10/03/2020 18:18:16,Bryan,103,"Cookies, Snacks & Candy",Pre-consumer,Storage Failure,69
05/13/2021 7:50:14,Bryan,100,Frozen Foods,Pre-consumer,Improper Storage,137
10/23/2021 20:18:52,Joe,104,"Beer, Wine & Spirits",Pre-consumer,Expiration,113
10/07/2020 5:37:30,Christy,104,Canned Good & Soups,Pre-consumer,Improper Storage,22
11/03/2020 17:25:53,Christy,100,Breafast & Cereal,Pre-consumer,Improper Storage,23
07/10/2021 12:25:43,Emma,104,Deli,Pre-consumer,Expiration,34
08/05/2021 18:34:37,Joe,103,Seafood,Pre-consumer,Storage Failure,50
02/25/2020 15:37:2,Christy,105,Frozen Foods,Pre-consumer,Improper Storage,279
08/01/2020 18:19:4,Christy,102,"Beer, Wine & Spirits",Pre-consumer,Storage Failure,122
09/29/2021 11:30:18,Danielle,102,Beverages,Pre-consumer,Contamination,209
12/10/2021 16:5:46,Christy,100,Breafast & Cereal,Pre-consumer,Excess/over-order,74
09/11/2020 6:44:16,Christy,105,Prepared Meal,Post-consumer,Customer Meal Disposal,78
11/24/2020 15:17:45,Christy,105,Seafood,Pre-consumer,Contamination,47
10/27/2021 20:55:56,Emma,103,"Beer, Wine & Spirits",Pre-consumer,Storage Failure,175
04/21/2021 6:44:12,Steve,102,Meat,Pre-consumer,Storage Failure,234
02/09/2021 23:45:18,Bryan,105,"Cookies, Snacks & Candy",Pre-consumer,Contamination,316
03/27/2020 14:13:6,Christy,101,Deli,Pre-consumer,Improper Storage,204
02/24/2021 11:44:29,Christy,105,Prepared Meal,Post-consumer,Customer Meal Disposal,53
01/16/2021 0:6:11,Christy,100,Bread & Bakery,Pre-consumer,Storage Failure,131
03/25/2020 11:12:3,Bryan,100,Meat,Pre-consumer,Improper Storage,108
03/05/2020 9:3:2,Bryan,100,Prepared Meal,Post-consumer,Customer Meal Disposal,133
04/12/2020 7:17:54,Joe,102,Condiments/Spices & Bake,Pre-consumer,Expiration,27
05/26/2021 21:21:32,Emma,102,"Dairy, Eggs & Cheese",Pre-consumer,Contamination,312
12/28/2021 11:10:52,Steve,103,Condiments/Spices & Bake,Pre-consumer,Contamination,191
10/10/2021 18:40:7,Danielle,105,Seafood,Pre-consumer,Storage Failure,231
02/21/2020 9:39:12,Emma,102,Frozen Foods,Pre-consumer,Improper Storage,22
03/06/2021 16:24:9,Joe,103,Prepared Meal,Post-consumer,Customer Meal Disposal,221
08/04/2021 4:42:44,Steve,102,Frozen Foods,Pre-consumer,Improper Storage,239
05/15/2020 22:6:14,Joe,103,Breafast & Cereal,Pre-consumer,Excess/over-order,50
11/02/2021 13:38:45,Christy,103,Condiments/Spices & Bake,Pre-consumer,Excess/over-order,173
06/09/2020 10:25:45,Steve,105,Beverages,Pre-consumer,Contamination,15
05/27/2021 23:59:55,Emma,100,Condiments/Spices & Bake,Pre-consumer,Excess/over-order,118
06/26/2021 21:49:48,Bryan,105,Frozen Foods,Pre-consumer,Improper Storage,193
02/21/2021 11:31:55,Joe,104,Meat,Pre-consumer,Expiration,186
09/19/2021 5:15:45,Danielle,102,Canned Good & Soups,Pre-consumer,Improper Storage,167
09/11/2020 18:50:5,Steve,104,Frozen Foods,Pre-consumer,Excess/over-order,84
12/11/2021 13:57:32,Danielle,103,"Dairy, Eggs & Cheese",Pre-consumer,Excess/over-order,79
05/30/2021 14:51:16,Emma,101,Prepared Meal,Post-consumer,Customer Meal Disposal,231
12/13/2021 0:42:31,Emma,104,Beverages,Pre-consumer,Storage Failure,111
12/11/2020 13:37:22,Bryan,105,Breafast & Cereal,Pre-consumer,Improper Storage,240
03/16/2021 11:13:0,Joe,100,Prepared Meal,Post-consumer,Customer Meal Disposal,223
06/24/2021 6:0:21,Christy,100,Seafood,Pre-consumer,Excess/over-order,21
08/06/2021 10:14:25,Emma,100,Frozen Foods,Pre-consumer,Contamination,139
05/12/2021 14:55:52,Bryan,103,Bread & Bakery,Pre-consumer,Expiration,80
04/02/2021 20:39:14,Emma,100,Meat,Pre-consumer,Storage Failure,207
12/26/2020 14:38:46,Danielle,102,Bread & Bakery,Pre-consumer,Contamination,81
01/14/2021 3:4:34,Christy,102,Produce: Fruits and Vegetables,Pre-consumer,Contamination,48
09/15/2021 20:39:15,Steve,104,Deli,Pre-consumer,Expiration,308
12/15/2021 12:18:15,Bryan,100,Deli,Pre-consumer,Contamination,242
12/12/2021 3:19:29,Joe,101,Breafast & Cereal,Pre-consumer,Excess/over-order,45
03/23/2020 12:2:4,Steve,105,Breafast & Cereal,Pre-consumer,Storage Failure,204
04/01/2021 3:56:45,Danielle,100,Meat,Pre-consumer,Storage Failure,293
08/07/2020 16:24:53,Emma,101,"Cookies, Snacks & Candy",Pre-consumer,Contamination,173
07/15/2021 22:51:59,Emma,101,Frozen Foods,Pre-consumer,Excess/over-order,66
10/27/2021 10:47:31,Joe,105,"Dairy, Eggs & Cheese",Pre-consumer,Contamination,139
01/25/2021 5:17:23,Danielle,100,Frozen Foods,Pre-consumer,Excess/over-order,96
04/08/2021 16:56:49,Emma,103,Grains & Pasta,Pre-consumer,Excess/over-order,218
06/09/2020 12:45:33,Steve,100,Prepared Meal,Post-consumer,Customer Meal Disposal,17
07/08/2021 1:7:15,Danielle,100,Meat,Pre-consumer,Improper Storage,58
10/26/2021 16:26:47,Steve,102,"Dairy, Eggs & Cheese",Pre-consumer,Improper Storage,124
03/06/2020 3:3:39,Steve,104,Meat,Pre-consumer,Expiration,302
03/27/2020 21:43:29,Steve,100,"Cookies, Snacks & Candy",Pre-consumer,Storage Failure,245
05/23/2021 11:44:55,Steve,100,Canned Good & Soups,Pre-consumer,Improper Storage,250
05/27/2021 17:23:16,Emma,102,Canned Good & Soups,Pre-consumer,Excess/over-order,1
03/07/2021 0:22:24,Bryan,100,Grains & Pasta,Pre-consumer,Storage Failure,1
04/24/2021 11:1:5,Bryan,104,Meat,Pre-consumer,Contamination,129
02/27/2021 12:46:11,Joe,102,Breafast & Cereal,Pre-consumer,Excess/over-order,93
11/26/2021 7:8:26,Danielle,104,"Cookies, Snacks & Candy",Pre-consumer,Storage Failure,82
04/26/2021 16:43:12,Bryan,104,"Cookies, Snacks & Candy",Pre-consumer,Contamination,148
05/28/2021 17:56:46,Danielle,103,Bread & Bakery,Pre-consumer,Storage Failure,23
10/09/2020 3:31:53,Danielle,101,Beverages,Pre-consumer,Improper Storage,304
02/04/2021 8:16:26,Christy,105,Beverages,Pre-consumer,Excess/over-order,162
05/14/2020 20:40:47,Bryan,105,Grains & Pasta,Pre-consumer,Contamination,165
04/20/2021 10:29:37,Christy,102,Bread & Bakery,Pre-consumer,Excess/over-order,213
05/30/2021 21:55:26,Steve,101,Produce: Fruits and Vegetables,Pre-consumer,Improper Storage,8
12/18/2020 4:24:24,Joe,101,Bread & Bakery,Pre-consumer,Excess/over-order,259
12/10/2021 9:42:34,Bryan,105,Breafast & Cereal,Pre-consumer,Contamination,139
07/27/2021 22:48:16,Bryan,101,Bread & Bakery,Pre-consumer,Expiration,93
07/03/2020 6:59:22,Steve,105,Deli,Pre-consumer,Contamination,134
05/20/2021 1:53:28,Joe,104,Grains & Pasta,Pre-consumer,Contamination,183
07/11/2021 16:38:29,Steve,104,Breafast & Cereal,Pre-consumer,Contamination,318
09/24/2020 14:44:0,Emma,101,Frozen Foods,Pre-consumer,Improper Storage,56
09/07/2021 4:23:17,Joe,103,Prepared Meal,Post-consumer,Customer Meal Disposal,99
06/25/2021 18:25:36,Christy,101,Bread & Bakery,Pre-consumer,Contamination,201
05/05/2021 18:33:19,Steve,105,Seafood,Pre-consumer,Storage Failure,4
07/23/2020 22:2:0,Emma,101,Beverages,Pre-consumer,Contamination,184
02/28/2020 6:12:9,Steve,104,Bread & Bakery,Pre-consumer,Contamination,75
01/20/2021 14:19:0,Steve,103,Beverages,Pre-consumer,Improper Storage,36
02/25/2020 21:17:37,Emma,103,Beverages,Pre-consumer,Expiration,195
01/27/2021 10:34:29,Joe,105,Beverages,Pre-consumer,Improper Storage,103
01/04/2021 12:7:25,Christy,103,"Beer, Wine & Spirits",Pre-consumer,Expiration,253
03/09/2020 22:7:58,Danielle,100,Frozen Foods,Pre-consumer,Excess/over-order,206
08/18/2020 11:36:14,Bryan,100,Canned Good & Soups,Pre-consumer,Storage Failure,194
12/04/2021 4:38:41,Joe,102,Seafood,Pre-consumer,Improper Storage,145
09/15/2021 0:30:24,Steve,104,Condiments/Spices & Bake,Pre-consumer,Expiration,288
10/06/2021 6:31:48,Bryan,104,"Cookies, Snacks & Candy",Pre-consumer,Contamination,233
02/24/2021 10:34:32,Steve,101,Bread & Bakery,Pre-consumer,Contamination,287
01/17/2020 3:20:29,Danielle,100,Meat,Pre-consumer,Expiration,279
09/30/2021 16:25:1,Bryan,100,Meat,Pre-consumer,Excess/over-order,55
09/02/2020 14:18:57,Bryan,100,Deli,Pre-consumer,Storage Failure,5
01/27/2021 23:42:11,Steve,103,"Cookies, Snacks & Candy",Pre-consumer,Improper Storage,71
05/19/2021 0:12:44,Danielle,105,Grains & Pasta,Pre-consumer,Expiration,203
12/04/2021 12:44:14,Christy,105,"Cookies, Snacks & Candy",Pre-consumer,Storage Failure,278
11/30/2021 4:20:18,Emma,103,Frozen Foods,Pre-consumer,Improper Storage,204
06/07/2020 21:53:44,Christy,103,Produce: Fruits and Vegetables,Pre-consumer,Storage Failure,63
09/30/2021 14:31:23,Steve,100,Bread & Bakery,Pre-consumer,Excess/over-order,299
02/19/2020 20:15:49,Danielle,105,Beverages,Pre-consumer,Excess/over-order,54
08/29/2021 2:31:17,Christy,104,Breafast & Cereal,Pre-consumer,Improper Storage,209
11/11/2021 2:38:15,Steve,103,"Dairy, Eggs & Cheese",Pre-consumer,Expiration,75
10/31/2020 6:48:32,Steve,105,Meat,Pre-consumer,Excess/over-order,131
12/05/2020 13:5:6,Steve,100,Beverages,Pre-consumer,Excess/over-order,107
01/10/2021 17:18:3,Steve,102,Breafast & Cereal,Pre-consumer,Improper Storage,191
08/16/2020 17:42:14,Danielle,105,Meat,Pre-consumer,Contamination,110
09/17/2021 23:49:7,Christy,105,"Dairy, Eggs & Cheese",Pre-consumer,Storage Failure,38
04/06/2020 16:51:5,Joe,103,Beverages,Pre-consumer,Improper Storage,61
06/12/2021 7:25:19,Emma,100,Condiments/Spices & Bake,Pre-consumer,Expiration,34
03/08/2020 0:0:55,Bryan,101,"Cookies, Snacks & Candy",Pre-consumer,Excess/over-order,153
01/07/2020 3:42:16,Christy,101,Seafood,Pre-consumer,Storage Failure,144
07/03/2021 1:58:3,Christy,105,Meat,Pre-consumer,Storage Failure,219
07/16/2021 20:26:35,Steve,102,Beverages,Pre-consumer,Improper Storage,221
06/04/2021 7:7:44,Steve,102,Beverages,Pre-consumer,Storage Failure,40
07/02/2021 22:36:13,Bryan,102,Produce: Fruits and Vegetables,Pre-consumer,Contamination,35
05/18/2021 17:33:33,Joe,105,Produce: Fruits and Vegetables,Pre-consumer,Storage Failure,50
08/26/2021 8:26:4,Danielle,102,Meat,Pre-consumer,Excess/over-order,176
06/30/2021 1:11:51,Emma,102,"Cookies, Snacks & Candy",Pre-consumer,Improper Storage,271
03/23/2021 17:41:18,Joe,103,Prepared Meal,Post-consumer,Customer Meal Disposal,148
11/09/2020 22:48:4,Steve,100,Produce: Fruits and Vegetables,Pre-consumer,Improper Storage,126
02/08/2021 18:41:58,Danielle,105,Canned Good & Soups,Pre-consumer,Storage Failure,252
10/15/2021 16:19:19,Joe,101,Deli,Pre-consumer,Contamination,250
07/21/2021 18:40:15,Emma,100,Condiments/Spices & Bake,Pre-consumer,Expiration,168
10/23/2020 5:42:46,Joe,105,Condiments/Spices & Bake,Pre-consumer,Improper Storage,258
04/05/2021 21:25:29,Emma,102,Grains & Pasta,Pre-consumer,Contamination,298
05/10/2021 4:51:53,Christy,102,Meat,Pre-consumer,Excess/over-order,319
07/06/2021 2:41:12,Bryan,102,"Dairy, Eggs & Cheese",Pre-consumer,Excess/over-order,234
03/13/2020 10:56:41,Danielle,104,Deli,Pre-consumer,Improper Storage,31
01/13/2020 18:24:52,Emma,100,Seafood,Pre-consumer,Expiration,5
09/13/2020 5:29:25,Christy,100,Breafast & Cereal,Pre-consumer,Excess/over-order,59
11/05/2020 3:8:37,Danielle,100,"Cookies, Snacks & Candy",Pre-consumer,Expiration,175
06/25/2020 4:47:40,Emma,100,Seafood,Pre-consumer,Excess/over-order,274
06/16/2020 0:46:6,Bryan,103,"Beer, Wine & Spirits",Pre-consumer,Expiration,248
01/02/2020 1:26:39,Bryan,102,Canned Good & Soups,Pre-consumer,Expiration,97
09/11/2021 18:39:27,Bryan,103,Canned Good & Soups,Pre-consumer,Expiration,54
