01/10/2020 15:8:29,Steve,100,Meat,Pre-consumer,Improper Storage,157
10/5/2020 7:41:42,Bryan,102,"Cookies, Snacks & Candy",Pre-consumer,Improper Storage,108
10/18/2020 11:31:59,Steve,101,Frozen Foods,Pre-consumer,Contamination,58
05/21/2020 10:21:12,Danielle,105,Canned Good & Soups,Pre-consumer,Storage Failure,135
12/28/2021 2:41:38,Danielle,101,Deli,Pre-consumer,Excess/over-order,221
06/16/2020 12:52:10,Danielle,104,"Beer, Wine & Spirits",Pre-consumer,Contamination,220
10/29/2021 22:19:22,Steve,103,Breafast & Cereal,Pre-consumer,Storage Failure,104
09/29/2021 21:49:46,Joe,103,Seafood,Pre-consumer,Excess/over-order,6
11/24/2020 14:14:43,Joe,100,Prepared Meal,Post-consumer,Customer Meal Disposal,173
12/28/2020 22:3:20,Steve,103,Condiments/Spices & Bake,Pre-consumer,Storage Failure,96
02/5/2021 18:59:30,Danielle,101,Produce: Fruits and Vegetables,Pre-consumer,Contamination,196
06/30/2020 17:20:53,Steve,103,Beverages,Pre-consumer,Excess/over-order,59
09/15/2021 7:58:31,Steve,103,Breafast & Cereal,Pre-consumer,Contamination,211
01/1/2020 10:44:1,Emma,101,"Cookies, Snacks & Candy",Pre-consumer,Excess/over-order,156
06/30/2020 13:40:3,Bryan,103,Meat,Pre-consumer,Expiration,234
01/5/2021 1:56:19,Emma,105,Grains & Pasta,Pre-consumer,Expiration,240
05/7/2020 13:3:41,Danielle,100,Beverages,Pre-consumer,Contamination,77
10/15/2021 9:47:25,Danielle,101,Frozen Foods,Pre-consumer,Improper Storage,275
01/23/2021 20:25:4,Christy,101,Bread & Bakery,Pre-consumer,Expiration,183
02/21/2021 1:17:39,Joe,100,Meat,Pre-consumer,Storage Failure,64
05/4/2021 12:41:51,Christy,105,"Beer, Wine & Spirits",Pre-consumer,Contamination,124
10/26/2021 18:52:27,Christy,102,Grains & Pasta,Pre-consumer,Expiration,69
12/9/2021 0:12:54,Christy,104,Deli,Pre-consumer,Excess/over-order,269
10/3/2020 8:49:46,Joe,102,Seafood,Pre-consumer,Storage Failure,78
07/6/2020 6:49:9,Steve,104,Meat,Pre-consumer,Contamination,24
11/24/2020 15:58:1,Joe,103,Bread & Bakery,Pre-consumer,Excess/over-order,134
01/11/2020 3:16:27,Steve,104,"Beer, Wine & Spirits",Pre-consumer,Contamination,251
04/11/2021 22:26:17,Joe,103,"Cookies, Snacks & Candy",Pre-consumer,Storage Failure,36
11/10/2021 6:17:40,Steve,105,Beverages,Pre-consumer,Expiration,6
02/1/2020 12:37:7,Joe,104,Frozen Foods,Pre-consumer,Storage Failure,41
06/6/2020 0:38:21,Danielle,100,Grains & Pasta,Pre-consumer,Excess/over-order,218
12/28/2021 8:19:22,Bryan,104,Bread & Bakery,Pre-consumer,Excess/over-order,102
02/15/2020 16:9:29,Steve,100,Meat,Pre-consumer,Improper Storage,63
02/19/2021 8:31:58,Bryan,102,Deli,Pre-consumer,Storage Failure,260
08/19/2021 5:2:37,Joe,101,Seafood,Pre-consumer,Improper Storage,208
06/10/2021 0:8:8,Bryan,100,"Beer, Wine & Spirits",Pre-consumer,Storage Failure,172
03/15/2021 23:50:31,Christy,101,"Dairy, Eggs & Cheese",Pre-consumer,Expiration,289
02/11/2020 7:5:9,Steve,100,Meat,Pre-consumer,Excess/over-order,84
07/29/2020 4:34:33,Emma,100,Prepared Meal,Post-consumer,Customer Meal Disposal,205
07/30/2020 13:39:13,Joe,105,Prepared Meal,Post-consumer,Customer Meal Disposal,284
05/6/2020 19:12:57,Joe,104,Breafast & Cereal,Pre-consumer,Storage Failure,209
02/2/2020 0:51:8,Emma,103,Canned Good & Soups,Pre-consumer,Contamination,244
04/25/2021 9:34:8,Steve,102,Breafast & Cereal,Pre-consumer,Contamination,3
08/16/2021 2:28:45,Joe,105,Condiments/Spices & Bake,Pre-consumer,Storage Failure,100
04/27/2021 19:59:28,Bryan,105,Deli,Pre-consumer,Expiration,215
05/24/2020 19:37:40,Christy,104,"Cookies, Snacks & Candy",Pre-consumer,Expiration,167
11/14/2020 6:47:36,Emma,105,Seafood,Pre-consumer,Improper Storage,280
05/11/2021 9:53:58,Steve,105,Prepared Meal,Post-consumer,Customer Meal Disposal,16
05/20/2020 0:59:42,Emma,103,"Beer, Wine & Spirits",Pre-consumer,Excess/over-order,144
03/20/2020 0:5:31,Steve,103,Bread & Bakery,Pre-consumer,Contamination,91
02/21/2021 8:43:30,Emma,100,"Cookies, Snacks & Candy",Pre-consumer,Expiration,48
02/1/2020 22:32:30,Christy,103,Seafood,Pre-consumer,Improper Storage,284
05/15/2020 5:8:6,Bryan,103,Breafast & Cereal,Pre-consumer,Contamination,180
12/17/2020 18:22:39,Emma,103,Grains & Pasta,Pre-consumer,Expiration,152
09/10/2020 2:0:17,Joe,104,Bread & Bakery,Pre-consumer,Contamination,256
08/4/2020 4:4:29,Steve,104,Meat,Pre-consumer,Expiration,85
04/19/2020 15:11:23,Emma,100,Canned Good & Soups,Pre-consumer,Contamination,68
05/11/2020 13:30:58,Bryan,100,Beverages,Pre-consumer,Improper Storage,318
03/18/2021 10:13:1,Emma,103,Beverages,Pre-consumer,Excess/over-order,208
09/15/2021 23:26:28,Emma,105,Meat,Pre-consumer,Excess/over-order,127
01/13/2020 7:4:51,Joe,105,"Beer, Wine & Spirits",Pre-consumer,Contamination,77
05/23/2020 18:21:9,Emma,105,Frozen Foods,Pre-consumer,Excess/over-order,238
03/17/2021 0:25:2,Danielle,104,Produce: Fruits and Vegetables,Pre-consumer,Excess/over-order,137
02/13/2020 19:50:6,Christy,100,"Beer, Wine & Spirits",Pre-consumer,Improper Storage,44
03/7/2020 8:37:25,Emma,103,Prepared Meal,Post-consumer,Customer Meal Disposal,42
04/8/2021 12:36:25,Joe,102,Canned Good & Soups,Pre-consumer,Storage Failure,162
06/28/2020 4:28:25,Emma,105,Meat,Pre-consumer,Improper Storage,264
10/8/2020 10:45:22,Emma,100,"Cookies, Snacks & Candy",Pre-consumer,Improper Storage,183
07/9/2021 4:43:47,Joe,100,"Cookies, Snacks & Candy",Pre-consumer,Expiration,81
06/27/2020 15:36:27,Emma,102,"Dairy, Eggs & Cheese",Pre-consumer,Excess/over-order,246
09/26/2020 4:57:55,Emma,105,"Cookies, Snacks & Candy",Pre-consumer,Contamination,218
09/25/2020 12:48:57,Christy,100,"Dairy, Eggs & Cheese",Pre-consumer,Contamination,186
01/28/2020 5:12:11,Steve,101,Deli,Pre-consumer,Contamination,221
10/28/2021 18:37:4,Christy,100,Bread & Bakery,Pre-consumer,Expiration,278
03/6/2020 13:23:19,Joe,105,Produce: Fruits and Vegetables,Pre-consumer,Storage Failure,127
05/30/2021 7:17:10,Bryan,100,Frozen Foods,Pre-consumer,Improper Storage,163
01/31/2020 23:9:43,Emma,103,Produce: Fruits and Vegetables,Pre-consumer,Storage Failure,81
03/4/2021 11:51:47,Emma,100,"Dairy, Eggs & Cheese",Pre-consumer,Storage Failure,275
06/21/2020 4:20:43,Bryan,104,Meat,Pre-consumer,Excess/over-order,95
05/17/2020 5:24:58,Danielle,101,Produce: Fruits and Vegetables,Pre-consumer,Contamination,159
04/17/2021 13:8:48,Danielle,105,Breafast & Cereal,Pre-consumer,Storage Failure,3
05/19/2021 22:32:20,Christy,100,"Dairy, Eggs & Cheese",Pre-consumer,Excess/over-order,90
03/31/2020 16:22:31,Joe,102,Produce: Fruits and Vegetables,Pre-consumer,Excess/over-order,117
10/17/2020 19:58:58,Danielle,100,Meat,Pre-consumer,Improper Storage,306
08/10/2021 12:45:5,Christy,104,Canned Good & Soups,Pre-consumer,Contamination,206
12/6/2020 15:22:57,Danielle,100,"Beer, Wine & Spirits",Pre-consumer,Excess/over-order,116
01/3/2020 0:28:36,Emma,103,Seafood,Pre-consumer,Contamination,211
10/16/2021 3:51:49,Steve,101,Condiments/Spices & Bake,Pre-consumer,Improper Storage,15
09/13/2020 1:42:14,Danielle,101,Meat,Pre-consumer,Contamination,221
02/15/2021 1:52:7,Danielle,105,Produce: Fruits and Vegetables,Pre-consumer,Contamination,179
01/31/2021 13:2:58,Danielle,103,Condiments/Spices & Bake,Pre-consumer,Storage Failure,257
02/23/2020 7:37:42,Bryan,105,Produce: Fruits and Vegetables,Pre-consumer,Storage Failure,140
02/27/2021 15:31:50,Bryan,101,Breafast & Cereal,Pre-consumer,Contamination,280
08/10/2021 9:15:37,Joe,100,"Dairy, Eggs & Cheese",Pre-consumer,Expiration,48
09/23/2021 17:9:50,Joe,100,"Dairy, Eggs & Cheese",Pre-consumer,Storage Failure,181
08/24/2020 19:49:27,Steve,104,"Dairy, Eggs & Cheese",Pre-consumer,Excess/over-order,59
